symbol,name,icon
K,Kellogg Company,https://image-cdn.pluang.com/icons/light/global-stocks/k.svg
AWK,American Water Works Company Inc,https://image-cdn.pluang.com/icons/light/global-stocks/awk.svg
NOK,Nokia Corp,https://image-cdn.pluang.com/icons/light/global-stocks/nok.svg
CCL,Carnival Corp,https://image-cdn.pluang.com/icons/light/global-stocks/ccl.svg
CHD,"Church & Dwight Co., Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/chd.svg
UAL,United Airlines Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/ual.svg
KEYS,Keysight Technologies Inc,https://image-cdn.pluang.com/icons/light/global-stocks/keys.svg
DOW,Dow Inc,https://image-cdn.pluang.com/icons/light/global-stocks/dow.svg
EL,Estee Lauder Companies Inc,https://image-cdn.pluang.com/icons/light/global-stocks/el.svg
PPG,"PPG Industries, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/ppg.svg
BNTX,BioNTech SE - ADR,https://image-cdn.pluang.com/icons/light/global-stocks/bntx.svg
MT,ArcelorMittal SA,https://image-cdn.pluang.com/icons/light/global-stocks/mt.svg
DOV,Dover Corp,https://image-cdn.pluang.com/icons/light/global-stocks/dov.svg
PUK,Prudential PLC,https://image-cdn.pluang.com/icons/light/global-stocks/puk.svg
CVNA,Carvana Co,https://image-cdn.pluang.com/icons/light/global-stocks/cvna.svg
PHG,Koninklijke Philips NV,https://image-cdn.pluang.com/icons/light/global-stocks/phg.svg
NTR,Nutrien Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/ntr.svg
LYB,LyondellBasell Industries NV,https://image-cdn.pluang.com/icons/light/global-stocks/lyb.svg
GPN,Global Payments Inc,https://image-cdn.pluang.com/icons/light/global-stocks/gpn.svg
IRM,Iron Mountain Inc,https://image-cdn.pluang.com/icons/light/global-stocks/irm.svg
GDDY,Godaddy Inc,https://image-cdn.pluang.com/icons/light/global-stocks/gddy.svg
FOX,Fox Corp Class B,https://image-cdn.pluang.com/icons/light/global-stocks/fox.svg
EXPE,Expedia Group Inc,https://image-cdn.pluang.com/icons/light/global-stocks/expe.svg
ADM,Archer-Daniels-Midland Co,https://image-cdn.pluang.com/icons/light/global-stocks/adm.svg
ATO,Atmos Energy Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/ato.svg
RYAAY,Ryanair Holdings plc,https://image-cdn.pluang.com/icons/light/global-stocks/ryaay.svg
CVE,Cenovus Energy Inc,https://image-cdn.pluang.com/icons/light/global-stocks/cve.svg
PINS,Pinterest Inc,https://image-cdn.pluang.com/icons/light/global-stocks/pins.svg
WSM,"Williams-Sonoma, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/wsm.svg
ZM,"Zoom Video Communications, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/zm.svg
TME,Tencent Music Entertainment Group - ADR,https://image-cdn.pluang.com/icons/light/global-stocks/tme.svg
STM,STMicroelectronics NV,https://image-cdn.pluang.com/icons/light/global-stocks/stm.svg
VRSN,"Verisign, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/vrsn.svg
DVN,Devon Energy Corp,https://image-cdn.pluang.com/icons/light/global-stocks/dvn.svg
TROW,T Rowe Price Group Inc,https://image-cdn.pluang.com/icons/light/global-stocks/trow.svg
CDW,CDW Corp.,https://image-cdn.pluang.com/icons/light/global-stocks/cdw.svg
FE,FirstEnergy Corp.,https://image-cdn.pluang.com/icons/light/global-stocks/fe.svg
MKC,"McCormick & Company, Incorporated",https://image-cdn.pluang.com/icons/light/global-stocks/mkc.svg
HBAN,Huntington Bancshares Incorporated,https://image-cdn.pluang.com/icons/light/global-stocks/hban.svg
BIIB,Biogen Inc,https://image-cdn.pluang.com/icons/light/global-stocks/biib.svg
XPEV,Xpeng Inc - ADR,https://image-cdn.pluang.com/icons/light/global-stocks/xpev.svg
CINF,Cincinnati Financial Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/cinf.svg
PHM,"PulteGroup, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/phm.svg
TSN,"Tyson Foods, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/tsn.svg
HAL,Halliburton Company,https://image-cdn.pluang.com/icons/light/global-stocks/hal.svg
ZBH,Zimmer Biomet Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/zbh.svg
ASX,ASE Technology Holding Co Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/asx.svg
HPE,Hewlett Packard Enterprise Co,https://image-cdn.pluang.com/icons/light/global-stocks/hpe.svg
EC,Ecopetrol SA,https://image-cdn.pluang.com/icons/light/global-stocks/ec.svg
OKTA,"Okta, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/okta.svg
DGX,Quest Diagnostics Inc,https://image-cdn.pluang.com/icons/light/global-stocks/dgx.svg
ESS,"Essex Property Trust, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/ess.svg
DKNG,DraftKings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/dkng.svg
DECK,Deckers Outdoor Corp,https://image-cdn.pluang.com/icons/light/global-stocks/deck.svg
NTAP,NetApp Inc.,https://image-cdn.pluang.com/icons/light/global-stocks/ntap.svg
BAX,Baxter International Inc,https://image-cdn.pluang.com/icons/light/global-stocks/bax.svg
YUMC,Yum China Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/yumc.svg
GRAB,Grab Holdings Ltd.,https://image-cdn.pluang.com/icons/light/global-stocks/grab.svg
STX,Seagate Technology Holdings PLC,https://image-cdn.pluang.com/icons/light/global-stocks/stx.svg
CLX,Clorox Co,https://image-cdn.pluang.com/icons/light/global-stocks/clx.svg
ZG,Zillow Group Inc Class A,https://image-cdn.pluang.com/icons/light/global-stocks/zg.svg
GFI,Gold Fields Limited,https://image-cdn.pluang.com/icons/light/global-stocks/gfi.svg
DG,Dollar General Corp.,https://image-cdn.pluang.com/icons/light/global-stocks/dg.svg
WMG,Warner Music Group Corp,https://image-cdn.pluang.com/icons/light/global-stocks/wmg.svg
ARE,Alexandria Real Estate Equities Inc,https://image-cdn.pluang.com/icons/light/global-stocks/are.svg
GPC,Genuine Parts Company,https://image-cdn.pluang.com/icons/light/global-stocks/gpc.svg
TER,"Teradyne, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/ter.svg
EXPD,Expeditors International of Wshngtn Inc,https://image-cdn.pluang.com/icons/light/global-stocks/expd.svg
NRG,NRG Energy Inc,https://image-cdn.pluang.com/icons/light/global-stocks/nrg.svg
KEY,KeyCorp,https://image-cdn.pluang.com/icons/light/global-stocks/key.svg
LUV,Southwest Airlines Co,https://image-cdn.pluang.com/icons/light/global-stocks/luv.svg
BBY,Best Buy Co Inc,https://image-cdn.pluang.com/icons/light/global-stocks/bby.svg
UMC,United Microelectronics Corp,https://image-cdn.pluang.com/icons/light/global-stocks/umc.svg
OMC,Omnicom Group Inc.,https://image-cdn.pluang.com/icons/light/global-stocks/omc.svg
AFRM,Affirm Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/afrm.svg
SNAP,Snap Inc,https://image-cdn.pluang.com/icons/light/global-stocks/snap.svg
ULTA,Ulta Beauty Inc,https://image-cdn.pluang.com/icons/light/global-stocks/ulta.svg
HRL,Hormel Foods Corp,https://image-cdn.pluang.com/icons/light/global-stocks/hrl.svg
JBHT,J B Hunt Transport Services Inc,https://image-cdn.pluang.com/icons/light/global-stocks/jbht.svg
DPZ,"Domino's Pizza, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/dpz.svg
TWLO,Twilio Inc,https://image-cdn.pluang.com/icons/light/global-stocks/twlo.svg
DOCU,Docusign Inc,https://image-cdn.pluang.com/icons/light/global-stocks/docu.svg
LNT,Alliant Energy Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/lnt.svg
MRO,Marathon Oil Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/mro.svg
FFIV,F5 Inc,https://image-cdn.pluang.com/icons/light/global-stocks/ffiv.svg
AU,AngloGold Ashanti Limited,https://image-cdn.pluang.com/icons/light/global-stocks/au.svg
FUTU,Futu Holdings Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/futu.svg
ENTG,Entegris Inc,https://image-cdn.pluang.com/icons/light/global-stocks/entg.svg
CG,Carlyle Group Inc,https://image-cdn.pluang.com/icons/light/global-stocks/cg.svg
TPR,"Tapestry, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/tpr.svg
APTV,Aptiv PLC,https://image-cdn.pluang.com/icons/light/global-stocks/aptv.svg
MDB,Mongodb Inc,https://image-cdn.pluang.com/icons/light/global-stocks/mdb.svg
FSLR,"First Solar, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/fslr.svg
AMCR,Amcor PLC,https://image-cdn.pluang.com/icons/light/global-stocks/amcr.svg
DLTR,"Dollar Tree, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/dltr.svg
BAH,Booz Allen Hamilton Holding Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/bah.svg
WDC,Western Digital Corp,https://image-cdn.pluang.com/icons/light/global-stocks/wdc.svg
HOLX,"Hologic, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/holx.svg
LOGI,Logitech International SA,https://image-cdn.pluang.com/icons/light/global-stocks/logi.svg
RL,Ralph Lauren Corp,https://image-cdn.pluang.com/icons/light/global-stocks/rl.svg
KGC,Kinross Gold Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/kgc.svg
SOFI,SoFi Technologies Inc,https://image-cdn.pluang.com/icons/light/global-stocks/sofi.svg
SWK,"Stanley Black & Decker, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/swk.svg
MRNA,"Moderna, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/mrna.svg
ILMN,"Illumina, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/ilmn.svg
INCY,Incyte Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/incy.svg
CHWY,Chewy Inc,https://image-cdn.pluang.com/icons/light/global-stocks/chwy.svg
AMH,American Homes 4 Rent Class A,https://image-cdn.pluang.com/icons/light/global-stocks/amh.svg
DUOL,Duolingo Inc,https://image-cdn.pluang.com/icons/light/global-stocks/duol.svg
AKAM,"Akamai Technologies, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/akam.svg
CF,"CF Industries Holdings, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/cf.svg
H,Hyatt Hotels Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/h.svg
CAG,Conagra Brands Inc,https://image-cdn.pluang.com/icons/light/global-stocks/cag.svg
SNN,Smith & Nephew plc,https://image-cdn.pluang.com/icons/light/global-stocks/snn.svg
ACM,Aecom,https://image-cdn.pluang.com/icons/light/global-stocks/acm.svg
ALGN,"Align Technology, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/algn.svg
NLY,"Annaly Capital Management, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/nly.svg
RIVN,"Rivian Automotive, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/rivn.svg
SJM,J M Smucker Co,https://image-cdn.pluang.com/icons/light/global-stocks/sjm.svg
CPB,Campbell Soup Co.,https://image-cdn.pluang.com/icons/light/global-stocks/cpb.svg
ACI,Albertsons Companies Inc,https://image-cdn.pluang.com/icons/light/global-stocks/aci.svg
CHRW,"C.H. Robinson Worldwide, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/chrw.svg
PAYC,Paycom Software Inc,https://image-cdn.pluang.com/icons/light/global-stocks/payc.svg
JLL,Jones Lang LaSalle Inc,https://image-cdn.pluang.com/icons/light/global-stocks/jll.svg
KMX,"CarMax, Inc",https://image-cdn.pluang.com/icons/light/global-stocks/kmx.svg
DVA,Davita Inc,https://image-cdn.pluang.com/icons/light/global-stocks/dva.svg
SWKS,Skyworks Solutions Inc,https://image-cdn.pluang.com/icons/light/global-stocks/swks.svg
CTLT,Catalent Inc,https://image-cdn.pluang.com/icons/light/global-stocks/ctlt.svg
VTRS,Viatris Inc,https://image-cdn.pluang.com/icons/light/global-stocks/vtrs.svg
ALLE,Allegion PLC,https://image-cdn.pluang.com/icons/light/global-stocks/alle.svg
EPAM,EPAM Systems Inc,https://image-cdn.pluang.com/icons/light/global-stocks/epam.svg
GME,GameStop Corp.,https://image-cdn.pluang.com/icons/light/global-stocks/gme.svg
AFG,American Financial Group Inc,https://image-cdn.pluang.com/icons/light/global-stocks/afg.svg
BEN,"Franklin Resources, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/ben.svg
ALLY,Ally Financial Inc,https://image-cdn.pluang.com/icons/light/global-stocks/ally.svg
TECH,BIO-TECHNE Corp,https://image-cdn.pluang.com/icons/light/global-stocks/tech.svg
WIX,Wix.Com Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/wix.svg
AOS,A O Smith Corp,https://image-cdn.pluang.com/icons/light/global-stocks/aos.svg
U,Unity Software Inc,https://image-cdn.pluang.com/icons/light/global-stocks/u.svg
WBA,Walgreens Boots Alliance Inc,https://image-cdn.pluang.com/icons/light/global-stocks/wba.svg
CUBE,CubeSmart,https://image-cdn.pluang.com/icons/light/global-stocks/cube.svg
WYNN,"Wynn Resorts, Limited",https://image-cdn.pluang.com/icons/light/global-stocks/wynn.svg
AGNC,AGNC Investment Corp,https://image-cdn.pluang.com/icons/light/global-stocks/agnc.svg
EDR,Endeavor Group holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/edr.svg
GTLB,Gitlab Inc,https://image-cdn.pluang.com/icons/light/global-stocks/gtlb.svg
MGM,MGM Resorts International,https://image-cdn.pluang.com/icons/light/global-stocks/mgm.svg
NIO,NIO Inc.,https://image-cdn.pluang.com/icons/light/global-stocks/nio.svg
CRL,Charles River Laboratories Intl. Inc,https://image-cdn.pluang.com/icons/light/global-stocks/crl.svg
HAS,"Hasbro, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/has.svg
WMS,Advanced Drainage Systems Inc,https://image-cdn.pluang.com/icons/light/global-stocks/wms.svg
ALB,Albemarle Corp.,https://image-cdn.pluang.com/icons/light/global-stocks/alb.svg
NCLH,Norwegian Cruise Line Holdings Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/nclh.svg
VIPS,Vipshop Holdings Ltd - ADR,https://image-cdn.pluang.com/icons/light/global-stocks/vips.svg
ASND,Ascendis Pharma A/S,https://image-cdn.pluang.com/icons/light/global-stocks/asnd.svg
GAP,Gap Inc,https://image-cdn.pluang.com/icons/light/global-stocks/gap.svg
PARA,Paramount Global Class B,https://image-cdn.pluang.com/icons/light/global-stocks/para.svg
AAL,American Airlines Group Inc,https://image-cdn.pluang.com/icons/light/global-stocks/aal.svg
SIRI,Sirius XM Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/siri.svg
KD,Kyndryl Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/kd.svg
MTCH,Match Group Inc,https://image-cdn.pluang.com/icons/light/global-stocks/mtch.svg
ENPH,Enphase Energy Inc,https://image-cdn.pluang.com/icons/light/global-stocks/enph.svg
NYT,New York Times Co,https://image-cdn.pluang.com/icons/light/global-stocks/nyt.svg
DLB,"Dolby Laboratories, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/dlb.svg
AES,AES Corp,https://image-cdn.pluang.com/icons/light/global-stocks/aes.svg
ICL,Icl Group Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/icl.svg
DBX,Dropbox Inc,https://image-cdn.pluang.com/icons/light/global-stocks/dbx.svg
AGCO,AGCO Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/agco.svg
ASTS,AST SpaceMobile Inc,https://image-cdn.pluang.com/icons/light/global-stocks/asts.svg
LW,Lamb Weston Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/lw.svg
VFC,VF Corp,https://image-cdn.pluang.com/icons/light/global-stocks/vfc.svg
BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",https://image-cdn.pluang.com/icons/light/global-stocks/bio.svg
HMY,Harmony Gold Mining Co.,https://image-cdn.pluang.com/icons/light/global-stocks/hmy.svg
BBWI,Bath & Body Works Inc,https://image-cdn.pluang.com/icons/light/global-stocks/bbwi.svg
IVZ,Invesco Ltd.,https://image-cdn.pluang.com/icons/light/global-stocks/ivz.svg
MAT,Mattel Inc,https://image-cdn.pluang.com/icons/light/global-stocks/mat.svg
PATH,UiPath Inc,https://image-cdn.pluang.com/icons/light/global-stocks/path.svg
ADT,ADT Inc,https://image-cdn.pluang.com/icons/light/global-stocks/adt.svg
LEVI,Levi Strauss & Co.,https://image-cdn.pluang.com/icons/light/global-stocks/levi.svg
LCID,Lucid Group Inc,https://image-cdn.pluang.com/icons/light/global-stocks/lcid.svg
CELH,"Celsius Holdings, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/celh.svg
CZR,Caesars Entertainment Inc,https://image-cdn.pluang.com/icons/light/global-stocks/czr.svg
BBIO,BridgeBio Pharma Inc,https://image-cdn.pluang.com/icons/light/global-stocks/bbio.svg
CROX,"Crocs, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/crox.svg
LUMN,Lumen Technologies Inc,https://image-cdn.pluang.com/icons/light/global-stocks/lumn.svg
LYFT,LYFT Inc,https://image-cdn.pluang.com/icons/light/global-stocks/lyft.svg
FMC,FMC Corp,https://image-cdn.pluang.com/icons/light/global-stocks/fmc.svg
UPST,Upstart Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/upst.svg
ETSY,Etsy Inc,https://image-cdn.pluang.com/icons/light/global-stocks/etsy.svg
BILL,Bill.com Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/bill.svg
FRSH,Freshworks Inc,https://image-cdn.pluang.com/icons/light/global-stocks/frsh.svg
BOX,Box Inc,https://image-cdn.pluang.com/icons/light/global-stocks/box.svg
FIVE,Five Below Inc,https://image-cdn.pluang.com/icons/light/global-stocks/five.svg
ANF,Abercrombie & Fitch Co.,https://image-cdn.pluang.com/icons/light/global-stocks/anf.svg
RELY,Remitly Global Inc,https://image-cdn.pluang.com/icons/light/global-stocks/rely.svg
ASAN,Asana Inc.,https://image-cdn.pluang.com/icons/light/global-stocks/asan.svg
WU,Western Union Co,https://image-cdn.pluang.com/icons/light/global-stocks/wu.svg
CRSP,Crispr Therapeutics AG,https://image-cdn.pluang.com/icons/light/global-stocks/crsp.svg
M,Macy's Inc,https://image-cdn.pluang.com/icons/light/global-stocks/m.svg
BC,Brunswick Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/bc.svg
DOCN,DigitalOcean Holdings Inc,https://image-cdn.pluang.com/icons/light/global-stocks/docn.svg
IAC,IAC/Interactivecorp,https://image-cdn.pluang.com/icons/light/global-stocks/iac.svg
BRZE,Braze Inc,https://image-cdn.pluang.com/icons/light/global-stocks/brze.svg
HOG,Harley-Davidson Inc,https://image-cdn.pluang.com/icons/light/global-stocks/hog.svg
XRAY,DENTSPLY SIRONA Inc,https://image-cdn.pluang.com/icons/light/global-stocks/xray.svg
WEN,Wendys Co,https://image-cdn.pluang.com/icons/light/global-stocks/wen.svg
AMED,Amedisys Inc,https://image-cdn.pluang.com/icons/light/global-stocks/amed.svg
AI,C3.ai Inc,https://image-cdn.pluang.com/icons/light/global-stocks/ai.svg
ACAD,ACADIA Pharmaceuticals Inc.,https://image-cdn.pluang.com/icons/light/global-stocks/acad.svg
UAA,Under Armour Inc Class A,https://image-cdn.pluang.com/icons/light/global-stocks/uaa.svg
GT,Goodyear Tire & Rubber Co,https://image-cdn.pluang.com/icons/light/global-stocks/gt.svg
BB,BlackBerry Limited,https://image-cdn.pluang.com/icons/light/global-stocks/bb.svg
PAYO,Payoneer Global Inc,https://image-cdn.pluang.com/icons/light/global-stocks/payo.svg
SAM,Boston Beer Company Inc,https://image-cdn.pluang.com/icons/light/global-stocks/sam.svg
SBSW,Sibanye Stillwater Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/sbsw.svg
WB,Weibo Corp,https://image-cdn.pluang.com/icons/light/global-stocks/wb.svg
LMND,Lemonade Inc,https://image-cdn.pluang.com/icons/light/global-stocks/lmnd.svg
CPRI,Capri Holdings Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/cpri.svg
FIVN,Five9 Inc,https://image-cdn.pluang.com/icons/light/global-stocks/fivn.svg
QS,Quantumscape Corp,https://image-cdn.pluang.com/icons/light/global-stocks/qs.svg
PTON,Peloton Interactive Inc,https://image-cdn.pluang.com/icons/light/global-stocks/pton.svg
MANU,Manchester United PLC,https://image-cdn.pluang.com/icons/light/global-stocks/manu.svg
APPN,Appian Corp,https://image-cdn.pluang.com/icons/light/global-stocks/appn.svg
TWST,Twist Bioscience Corp,https://image-cdn.pluang.com/icons/light/global-stocks/twst.svg
IQ,IQIYI Inc - ADR,https://image-cdn.pluang.com/icons/light/global-stocks/iq.svg
JBLU,JetBlue Airways Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/jblu.svg
AAP,"Advance Auto Parts, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/aap.svg
IIPR,Innovative Industrial Properties Inc,https://image-cdn.pluang.com/icons/light/global-stocks/iipr.svg
MQ,Marqeta Inc,https://image-cdn.pluang.com/icons/light/global-stocks/mq.svg
TRIP,Tripadvisor Inc Common Stock,https://image-cdn.pluang.com/icons/light/global-stocks/trip.svg
UPWK,Upwork Inc,https://image-cdn.pluang.com/icons/light/global-stocks/upwk.svg
MTTR,Matterport Inc,https://image-cdn.pluang.com/icons/light/global-stocks/mttr.svg
PLUG,Plug Power Inc,https://image-cdn.pluang.com/icons/light/global-stocks/plug.svg
AMPL,Amplitude Inc,https://image-cdn.pluang.com/icons/light/global-stocks/ampl.svg
TDOC,Teladoc Health Inc,https://image-cdn.pluang.com/icons/light/global-stocks/tdoc.svg
VSCO,Victoria's Secret & Co,https://image-cdn.pluang.com/icons/light/global-stocks/vsco.svg
ARR,"ARMOUR Residential REIT, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/arr.svg
TXG,10X Genomics Inc,https://image-cdn.pluang.com/icons/light/global-stocks/txg.svg
KSS,Kohl's Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/kss.svg
NVAX,Novavax Inc,https://image-cdn.pluang.com/icons/light/global-stocks/nvax.svg
AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",https://image-cdn.pluang.com/icons/light/global-stocks/amc.svg
AIV,Apartment Investment and Management Co,https://image-cdn.pluang.com/icons/light/global-stocks/aiv.svg
COUR,Coursera Inc,https://image-cdn.pluang.com/icons/light/global-stocks/cour.svg
ADPT,Adaptive Biotechnologies Corp,https://image-cdn.pluang.com/icons/light/global-stocks/adpt.svg
FUBO,Fubotv Inc,https://image-cdn.pluang.com/icons/light/global-stocks/fubo.svg
DNUT,Krispy Kreme Inc,https://image-cdn.pluang.com/icons/light/global-stocks/dnut.svg
SEDG,Solaredge Technologies Inc,https://image-cdn.pluang.com/icons/light/global-stocks/sedg.svg
FSLY,Fastly Inc,https://image-cdn.pluang.com/icons/light/global-stocks/fsly.svg
VMEO,Vimeo Inc,https://image-cdn.pluang.com/icons/light/global-stocks/vmeo.svg
FVRR,Fiverr International Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/fvrr.svg
HLF,Herbalife Nutrition Ltd,https://image-cdn.pluang.com/icons/light/global-stocks/hlf.svg
OPEN,Opendoor Technologies Inc,https://image-cdn.pluang.com/icons/light/global-stocks/open.svg
ANGI,Angi Inc,https://image-cdn.pluang.com/icons/light/global-stocks/angi.svg
FIGS,Figs Inc,https://image-cdn.pluang.com/icons/light/global-stocks/figs.svg
NRDS,Nerdwallet Inc,https://image-cdn.pluang.com/icons/light/global-stocks/nrds.svg
ABCL,AbCellera Biologics Inc,https://image-cdn.pluang.com/icons/light/global-stocks/abcl.svg
SFIX,Stitch Fix Inc,https://image-cdn.pluang.com/icons/light/global-stocks/sfix.svg
BMBL,Bumble Inc,https://image-cdn.pluang.com/icons/light/global-stocks/bmbl.svg
API,Agora Inc,https://image-cdn.pluang.com/icons/light/global-stocks/api.svg
NNDM,Nano Dimension Ltd - ADR,https://image-cdn.pluang.com/icons/light/global-stocks/nndm.svg
FNKO,Funko Inc,https://image-cdn.pluang.com/icons/light/global-stocks/fnko.svg
PUBM,PubMatic Inc,https://image-cdn.pluang.com/icons/light/global-stocks/pubm.svg
EXFY,Expensify Inc,https://image-cdn.pluang.com/icons/light/global-stocks/exfy.svg
JMIA,Jumia Technologies AG - ADR,https://image-cdn.pluang.com/icons/light/global-stocks/jmia.svg
TDUP,ThredUp Inc,https://image-cdn.pluang.com/icons/light/global-stocks/tdup.svg
BYND,Beyond Meat Inc,https://image-cdn.pluang.com/icons/light/global-stocks/bynd.svg
LOGC,ContextLogic Inc,https://image-cdn.pluang.com/icons/light/global-stocks/logc.svg
CGC,Canopy Growth Corp,https://image-cdn.pluang.com/icons/light/global-stocks/cgc.svg
LAZR,Luminar Technologies Inc,https://image-cdn.pluang.com/icons/light/global-stocks/lazr.svg
QVCGA,Qurate Retail Inc Series A,https://image-cdn.pluang.com/icons/light/global-stocks/qvcga.svg
FCEL,FuelCell Energy Inc,https://image-cdn.pluang.com/icons/light/global-stocks/fcel.svg
SAVA,Cassava Sciences Inc,https://image-cdn.pluang.com/icons/light/global-stocks/sava.svg
AMWL,American Well Corp,https://image-cdn.pluang.com/icons/light/global-stocks/amwl.svg
SPCE,"Virgin Galactic Holdings, Inc.",https://image-cdn.pluang.com/icons/light/global-stocks/spce.svg
SAVE,Spirit Airlines Incorporated,https://image-cdn.pluang.com/icons/light/global-stocks/save.svg
GPRO,GoPro Inc,https://image-cdn.pluang.com/icons/light/global-stocks/gpro.svg
INO,Inovio Pharmaceuticals Inc,https://image-cdn.pluang.com/icons/light/global-stocks/ino.svg
PRTS,Carparts.Com Inc,https://image-cdn.pluang.com/icons/light/global-stocks/prts.svg
ALLK,Allakos Inc,https://image-cdn.pluang.com/icons/light/global-stocks/allk.svg
NKLA,Nikola Corp,https://image-cdn.pluang.com/icons/light/global-stocks/nkla.svg
RENT,Rent the Runway Inc,https://image-cdn.pluang.com/icons/light/global-stocks/rent.svg
ARCC,Ares Capital Corporation,https://image-cdn.pluang.com/icons/light/global-stocks/arcc.svg
BF.B,Brown-Forman Corporation Class B,https://image-cdn.pluang.com/icons/light/global-stocks/bf.b.svg
